name                                                 pre fit                        b-only fit                           s+b fit         rho
CMS_eff_m                                    0.000 +/- 0.997     +5.208 +/- 0.854 (+5.225sig, 0.857)    ! +0.452 +/- 0.352 (+0.454sig, 0.354)!      -0.100
CMS_htt_em_00_8TeV_DYB_bin_1                 0.000 +/- 0.990    ! +4.000 +/- 0.010 (+4.040sig, 0.010)!     +0.112 +/- 0.610 (+0.113sig, 0.616)      -0.072
CMS_htt_em_00_8TeV_DYB_bin_2                 0.000 +/- 0.990     +1.841 +/- 0.706 (+1.859sig, 0.713)     -0.605 +/- 0.584 (-0.611sig, 0.590)      -0.014
CMS_htt_em_00_8TeV_DYB_bin_3                 0.000 +/- 0.990     -0.828 +/- 0.646 (-0.836sig, 0.653)     +0.860 +/- 0.621 (+0.869sig, 0.627)      -0.014
CMS_htt_em_00_8TeV_DYB_bin_4                 0.000 +/- 0.990     +0.627 +/- 0.829 (+0.633sig, 0.837)     +0.237 +/- 0.599 (+0.239sig, 0.604)      +0.003
CMS_htt_em_00_8TeV_DYB_bin_5                 0.000 +/- 0.990     +0.524 +/- 0.861 (+0.530sig, 0.869)     +0.170 +/- 0.623 (+0.172sig, 0.629)      -0.004
CMS_htt_em_00_8TeV_DYS120_bin_4              0.000 +/- 0.990     -0.000 +/- 0.984 (-0.000sig, 0.994)     +0.368 +/- 0.526 (+0.372sig, 0.531)      +0.010
CMS_htt_em_00_8TeV_DYS120_bin_5              0.000 +/- 0.990     -0.000 +/- 0.984 (-0.000sig, 0.994)     +0.288 +/- 0.575 (+0.291sig, 0.581)      -0.002
CMS_htt_em_00_8TeV_QCD_bin_2                 0.000 +/- 0.990     +1.300 +/- 0.700 (+1.313sig, 0.707)    ! -1.094 +/- 0.495 (-1.105sig, 0.500)!      -0.043
CMS_htt_em_00_8TeV_QCD_bin_3                 0.000 +/- 0.990     -1.401 +/- 0.665 (-1.415sig, 0.672)    ! +2.026 +/- 0.469 (+2.047sig, 0.474)!      -0.005
CMS_htt_em_00_8TeV_QCD_bin_4                 0.000 +/- 0.990     +0.175 +/- 0.749 (+0.177sig, 0.757)    ! +0.757 +/- 0.409 (+0.765sig, 0.413)!      +0.014
CMS_htt_em_00_8TeV_QCD_bin_5                 0.000 +/- 0.990    ! +4.000 +/- 0.309 (+4.040sig, 0.312)!    ! +0.626 +/- 0.457 (+0.632sig, 0.461)!      -0.006
CMS_htt_em_00_8TeV_TTbar_bin_1               0.000 +/- 0.990    ! +4.000 +/- 0.008 (+4.040sig, 0.008)!     +0.007 +/- 0.647 (+0.007sig, 0.654)      -0.014
CMS_htt_em_00_8TeV_TTbar_bin_2               0.000 +/- 0.990    ! +4.000 +/- 0.017 (+4.040sig, 0.017)!     -0.123 +/- 0.650 (-0.124sig, 0.656)      -0.002
CMS_htt_em_00_8TeV_TTbar_bin_3               0.000 +/- 0.990     +1.552 +/- 0.737 (+1.568sig, 0.744)     +0.132 +/- 0.645 (+0.134sig, 0.651)      -0.002
CMS_htt_em_00_8TeV_TTbar_bin_4               0.000 +/- 0.990     +2.436 +/- 0.828 (+2.460sig, 0.836)     +0.040 +/- 0.646 (+0.041sig, 0.653)      +0.000
